1000 0.0413428 0.00310112
2000 0.0895819 0.000859411
3000 0.146264 0.00152335
4000 0.210418 0.00147961
5000 0.279255 0.00217606
6000 0.354759 0.00188783
7000 0.448673 0.00240407
8000 0.53633 0.00247404
9000 0.629623 0.00566651
10000 0.73018 0.00306605
