1000 0.0172333 0.00150194
2000 0.0625852 0.00113114
3000 0.133892 0.000713465
4000 0.241984 0.00241604
5000 0.376662 0.00222028
6000 0.541864 0.00158599
7000 0.734848 0.00239652
8000 0.970492 0.00464996
9000 1.21094 0.00278789
10000 1.51773 0.00187636
1000 0.0156997 0.000233557
2000 0.0620187 0.000930487
3000 0.136358 0.00108086
4000 0.242584 0.00185604
5000 0.381012 0.00145338
6000 0.553876 0.00459029
7000 0.748107 0.00185601
8000 0.969165 0.00264011
9000 1.23623 0.00326076
1000 0.0151477 0.000167253
2000 0.0618312 0.00308597
3000 0.133547 0.000861586
4000 0.239287 0.00195289
1000 0.0151499 0.000606773
2000 0.0592029 0.000456229
3000 0.137693 0.00311789
4000 0.241273 0.00266064
5000 0.384961 0.00315104
6000 0.550178 0.00323359
7000 0.750807 0.00142305
8000 0.969895 0.00249598
9000 1.2268 0.00325982
10000 1.52464 0.00839205
