1000 0.0321234 0.00281249
2000 0.11744 0.00111968
3000 0.265661 0.00592075
4000 0.469264 0.00261299
5000 0.732357 0.0014324
6000 1.04982 0.00195519
7000 1.63159 0.182557
8000 2.12449 0.343324
9000 2.40816 0.0226127
10000 3.02336 0.0943462
