1000 0.0153777 0.00330377
2000 0.0388328 0.00312515
3000 0.0542655 0.00205947
4000 0.0854438 0.000701978
5000 0.103494 0.000857056
6000 0.173023 0.00140245
7000 0.165284 0.000932214
8000 0.28226 0.00140581
9000 0.253099 0.000900315
10000 0.450154 0.00338348
1000 0.014471 0.000166342
2000 0.0382394 0.000865145
3000 0.0658751 0.00258408
4000 0.10121 0.0015268
5000 0.147849 0.00456237
6000 0.199658 0.00366066
7000 0.255154 0.00263982
8000 0.325234 0.0133971
1000 0.0140778 4.46536e-05
2000 0.0359869 0.000248119
3000 0.0686498 0.0037373
1000 0.0153022 0.000109882
2000 0.0368877 0.000884272
3000 0.0651426 0.000988446
4000 0.101345 0.00173422
5000 0.14429 0.00324208
6000 0.199738 0.00395232
7000 0.253139 0.00234494
8000 0.319648 0.00311304
9000 0.386735 0.00206572
10000 0.467534 0.00595657
