1000 0.00535148 0.0815693
2500 0.0253003 0.175571
4000 0.0683635 0.282157
5500 0.125176 0.369978
7000 0.206671 0.452711
8500 0.306413 0.515417
10000 0.424522 0.552611
1000 0.00479674 0.0772474
1000 0.00426002 0.0728172
1000 0.00439366 0.0739456
2500 0.032375 0.197885
4000 0.0661867 0.277952
5500 0.12697 0.372237
7000 0.210926 0.45612
8500 0.306881 0.515637
10000 0.427917 0.553177
